GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
2.01708E+11,24/08/2017,Nigeria,Mallam Moduri,Boko Haram,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01708E+11,24/08/2017,Nigeria,Kijimatari,Boko Haram,7,6,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01708E+11,23/08/2017,Nigeria,Abachari,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,25/08/2017,Cameroon,Gakara,Boko Haram,15,30,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,23/08/2017,Nigeria,Maiduguri,Boko Haram,1,0,Government (General),Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,23/08/2017,Nigeria,Maiduguri,Boko Haram,1,5,"Police,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,23/08/2017,Nigeria,Wokilli,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,23/08/2017,Nigeria,Uda Lawanti,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,23/08/2017,Nigeria,Kote,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,22/08/2017,Cameroon,Am Chide,Boko Haram,5,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,22/08/2017,Nigeria,Abigborodo,Unknown,6,1,Military,Sub-Saharan Africa,Armed Assault
2.01708E+11,20/08/2017,Nigeria,Unknown,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01708E+11,19/08/2017,Cameroon,Mutengene,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01708E+11,19/08/2017,Cameroon,Batoke,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01708E+11,18/08/2017,Chad,Unknown,Unknown,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01708E+11,18/08/2017,Nigeria,Yenagoa,Unknown,2,5,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01708E+11,16/08/2017,Nigeria,Bakin Dutsi,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,16/08/2017,Nigeria,Gadamayo,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,16/08/2017,Nigeria,Bitu,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,15/08/2017,Nigeria,Maiduguri,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01708E+11,15/08/2017,Nigeria,Konduga,Boko Haram,2,41,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,15/08/2017,Nigeria,Konduga,Boko Haram,28,42,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,14/08/2017,Nigeria,Benin City,Unknown,1,0,Police,Sub-Saharan Africa,Armed Assault
2.01708E+11,14/08/2017,Nigeria,Mildu,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,14/08/2017,Nigeria,Nyibango,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,12/08/2017,Cameroon,Bamenda,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01708E+11,12/08/2017,Nigeria,Jere district,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01708E+11,12/08/2017,Nigeria,Amarwa,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,10/08/2017,Nigeria,Ghumbili,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01708E+11,06/08/2017,Nigeria,Ngala,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01708E+11,06/08/2017,Nigeria,Dabar-Wanzam,Boko Haram,17,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01708E+11,06/08/2017,Nigeria,Duburi,Boko Haram,14,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01708E+11,06/08/2017,Nigeria,Bama,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,05/08/2017,Nigeria,Oke Ako,Fulani extremists (suspected),1,0,Government (General),Sub-Saharan Africa,Assassination
2.01708E+11,05/08/2017,Nigeria,Gulumba Gana,Boko Haram,2,4,Military,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,05/08/2017,Nigeria,Atongo,Unknown,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01708E+11,05/08/2017,Cameroon,Waza,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,05/08/2017,Cameroon,Ouro Kessoum,Boko Haram,8,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,04/08/2017,Nigeria,Kagarko district,Fulani extremists,0,2,Religious Figures/Institutions,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01708E+11,04/08/2017,Nigeria,Simari,Boko Haram,3,2,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,04/08/2017,Nigeria,Maiduguri,Boko Haram,1,0,Business,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,04/08/2017,Nigeria,Maiduguri,Boko Haram,1,0,Business,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,04/08/2017,Nigeria,Maiduguri,Boko Haram,1,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01708E+11,01/08/2017,Nigeria,Lokoja,Unknown,0,Unknown,Government (General),Sub-Saharan Africa,Unarmed Assault
2.01708E+11,02/08/2017,Nigeria,Mildu,Boko Haram,7,3,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01707E+11,31/07/2017,Nigeria,Magumeri,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01707E+11,31/07/2017,Nigeria,Kuburmbula,Boko Haram,0,0,Military,Sub-Saharan Africa,Unknown
2.01707E+11,31/07/2017,Nigeria,Boftari,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01707E+11,31/07/2017,Nigeria,Kwang,Boko Haram,0,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01707E+11,28/07/2017,Cameroon,Meme,Boko Haram,5,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,28/07/2017,Nigeria,Dikwa,Boko Haram,14,24,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,28/07/2017,Nigeria,Okpanam,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01707E+11,27/07/2017,Nigeria,Azur,Boko Haram,5,9,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01707E+11,26/07/2017,Cameroon,Sagme,Boko Haram,2,Unknown,Police,Sub-Saharan Africa,Armed Assault
2.01707E+11,26/07/2017,Nigeria,Isagbo,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01707E+11,26/07/2017,Nigeria,Mandirari,Unknown,3,4,"Terrorists/Non-state Militia,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,25/07/2017,Nigeria,Jibi,Boko Haram,69,Unknown,"Government (General),Educational Institution,Military",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01707E+11,24/07/2017,Nigeria,Ogoniland,Unknown,0,0,Utilities,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,24/07/2017,Nigeria,Dalori,Boko Haram,1,1,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,24/07/2017,Nigeria,Alau,Boko Haram,7,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01707E+11,24/07/2017,Nigeria,Kaleri,Boko Haram,8,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01707E+11,24/07/2017,Cameroon,Dloudgan,Boko Haram,2,0,Military,Sub-Saharan Africa,Unknown
2.01707E+11,23/07/2017,Nigeria,Gaya,Boko Haram,1,5,Police,Sub-Saharan Africa,Armed Assault
2.01707E+11,23/07/2017,Nigeria,Dagu,Boko Haram,5,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01707E+11,23/07/2017,Nigeria,Dalori,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,23/07/2017,Nigeria,Dalori,Boko Haram,5,15,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,22/07/2017,Nigeria,Dagu,Boko Haram,4,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
2.01707E+11,22/07/2017,Nigeria,Kawuri,Boko Haram,3,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,21/07/2017,Nigeria,Festac,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01707E+11,19/07/2017,Nigeria,Korongilim,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01707E+11,18/07/2017,Nigeria,Maiduguri,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,18/07/2017,Nigeria,Maiduguri,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,18/07/2017,Nigeria,Dala,Boko Haram,1,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,17/07/2017,Nigeria,Cimari,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,17/07/2017,Nigeria,Mammanti,Boko Haram,2,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,17/07/2017,Nigeria,Maiduguri,Boko Haram,9,15,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,15/07/2017,Nigeria,Muna Delti,Boko Haram,1,1,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Bombing/Explosion"
2.01707E+11,13/07/2017,Nigeria,Ogboubagbene,Unknown,1,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01707E+11,12/07/2017,Cameroon,Homeka,Boko Haram,14,41,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,06/07/2017,Cameroon,Am Chide,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.01707E+11,10/07/2017,Nigeria,Hambagda,Boko Haram,5,0,Military,Sub-Saharan Africa,Armed Assault
2.01707E+11,11/07/2017,Nigeria,Maiduguri,Boko Haram,5,5,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,11/07/2017,Nigeria,Maiduguri,Boko Haram,6,6,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,11/07/2017,Nigeria,Maiduguri,Boko Haram,6,6,"Business,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,11/07/2017,Nigeria,Maiduguri,Boko Haram,6,6,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,08/07/2017,Nigeria,Longvel,Unknown,1,1,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01707E+11,08/07/2017,Nigeria,Benin City,Unknown,1,0,Journalists & Media,Sub-Saharan Africa,Assassination
2.01707E+11,07/07/2017,Nigeria,Sapele,Unknown,2,1,"Private Citizens & Property,Military",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01707E+11,07/07/2017,Nigeria,Calabar,Unknown,0,1,Government (General),Sub-Saharan Africa,Assassination
2.01707E+11,07/07/2017,Nigeria,Maiduguri,Boko Haram,2,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,05/07/2017,Cameroon,Karenan,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01707E+11,05/07/2017,Niger,Tamesna,Jamaat Nusrat al-Islam wal Muslimin (JNIM),5,3,Military,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01707E+11,04/07/2017,Nigeria,Kamuya,Boko Haram,0,2,Military,Sub-Saharan Africa,Armed Assault
2.01707E+11,03/07/2017,Nigeria,Logomani,Boko Haram,4,0,Military,Sub-Saharan Africa,Armed Assault
2.01707E+11,03/07/2017,Nigeria,Gulumba Gana,Boko Haram,Unknown,0,Military,Sub-Saharan Africa,Armed Assault
2.01707E+11,03/07/2017,Cameroon,Homeka,Boko Haram,5,10,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01707E+11,02/07/2017,Nigeria,Kpansia,Unknown,0,0,"Police,Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Barricade Incident)
2.01707E+11,02/07/2017,Niger,Ngalewa,Boko Haram,9,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01707E+11,28/06/2017,Nigeria,Mussini,Boko Haram,5,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01707E+11,01/07/2017,Cameroon,Mora,Boko Haram,5,2,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,30/06/2017,Cameroon,Kerawa,Boko Haram,3,0,"Religious Figures/Institutions,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,29/06/2017,Nigeria,Alagarno,Boko Haram,4,3,Military,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,28/06/2017,Nigeria,Mayanti,Boko Haram (suspected),Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01706E+11,28/06/2017,Nigeria,Wajiro,Boko Haram (suspected),0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,28/06/2017,Nigeria,Gwoza district,Boko Haram (suspected),0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,28/06/2017,Niger,Kablewa,Boko Haram,4,11,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,27/06/2017,Cameroon,Tchakamidari,Boko Haram,1,0,Military,Sub-Saharan Africa,Armed Assault
2.01706E+11,27/06/2017,Nigeria,Maiduguri,Boko Haram,5,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,26/06/2017,Cameroon,Waza,Boko Haram,1,0,"Private Citizens & Property,Business",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01706E+11,26/06/2017,Nigeria,Maiduguri,Boko Haram,1,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,26/06/2017,Nigeria,Maiduguri,Boko Haram,1,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,25/06/2017,Nigeria,Abuja,Unknown,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01706E+11,25/06/2017,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,25/06/2017,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,25/06/2017,Nigeria,Maiduguri,Boko Haram,5,5,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,25/06/2017,Nigeria,Maiduguri,Boko Haram,5,6,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,25/06/2017,Nigeria,Maiduguri,Boko Haram,2,2,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,24/06/2017,Nigeria,Port Harcourt,Unknown,0,1,Government (General),Sub-Saharan Africa,Armed Assault
2.01706E+11,23/06/2017,Cameroon,Mora,Unknown,2,1,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,23/06/2017,Cameroon,Kolofata,Boko Haram (suspected),1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,22/06/2017,Nigeria,Ore,Fulani extremists (suspected),Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01706E+11,21/06/2017,Cameroon,Kolofata,Boko Haram,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,21/06/2017,Nigeria,Abbari,Boko Haram,3,0,Business,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,20/06/2017,Cameroon,Limbe,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01706E+11,20/06/2017,Nigeria,Markurdi,Fulani extremists,0,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01706E+11,20/06/2017,Cameroon,Mayo-Sava district,Boko Haram (suspected),1,1,Military,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,20/06/2017,Nigeria,Dalwa,Boko Haram,3,6,"Police,Military,Business",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01706E+11,19/06/2017,Nigeria,Tsamiya,Boko Haram,2,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,18/06/2017,Nigeria,Gumsuri,Boko Haram,17,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01706E+11,18/06/2017,Nigeria,Wajiro,Boko Haram,3,0,Military,Sub-Saharan Africa,Unknown
2.01706E+11,18/06/2017,Nigeria,Kofa,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,18/06/2017,Nigeria,Dalori,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,18/06/2017,Nigeria,Dalori,Boko Haram,6,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,18/06/2017,Nigeria,Kofa,Boko Haram,8,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,17/06/2017,Cameroon,Limbe,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01706E+11,18/06/2017,Nigeria,Ngouroge,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01706E+11,16/06/2017,Cameroon,Idenau,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01706E+11,15/06/2017,Nigeria,Kajola,Fulani extremists,0,0,Government (General),Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01706E+11,15/06/2017,Cameroon,Am Chide,Unknown,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,14/06/2017,Nigeria,Wagga,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01706E+11,13/06/2017,Nigeria,Okpanam,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01706E+11,11/06/2017,Cameroon,Mora,Boko Haram,2,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,11/06/2017,Nigeria,Tunyan,Boko Haram,2,5,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01706E+11,11/06/2017,Nigeria,Komdi,Boko Haram,3,5,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01706E+11,10/06/2017,Nigeria,Kuda Kaya,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01706E+11,10/06/2017,Cameroon,Mora,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,10/06/2017,Cameroon,Mayo-Sava district,Boko Haram,2,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,11/06/2017,Nigeria,Yale,Boko Haram,2,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
2.01706E+11,10/06/2017,Nigeria,Ndokwa West district,Fulani extremists,0,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01706E+11,09/06/2017,Cameroon,Kolofata,Boko Haram,2,2,Military,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,09/06/2017,Nigeria,Uluoke,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01706E+11,09/06/2017,Nigeria,Uluoke,Fulani extremists,1,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01706E+11,09/06/2017,Nigeria,Igabi district,Unknown,Unknown,Unknown,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01706E+11,09/06/2017,Nigeria,Humbli,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01706E+11,09/06/2017,Cameroon,Bouvare,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,08/06/2017,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,08/06/2017,Nigeria,Fadaman Rake,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,08/06/2017,Nigeria,Hambagda,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01706E+11,07/06/2017,Cameroon,Mora,Boko Haram,2,2,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,07/06/2017,Nigeria,Maiduguri,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,07/06/2017,Nigeria,Maiduguri,Boko Haram,3,3,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,07/06/2017,Nigeria,Maiduguri,Boko Haram,7,18,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,07/06/2017,Nigeria,Maiduguri,Boko Haram,4,1,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault,Facility/Infrastructure Attack"
2.01706E+11,05/06/2017,Nigeria,Awada,Unknown,2,0,Police,Sub-Saharan Africa,Armed Assault
2.01706E+11,02/06/2017,Cameroon,Kolofata,Boko Haram,11,30,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01706E+11,01/06/2017,Nigeria,Kakurna,Fulani extremists,1,Unknown,Government (General),Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01706E+11,01/06/2017,Nigeria,Owerri,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01706E+11,01/06/2017,Cameroon,Djakana,Boko Haram,2,2,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,31/05/2017,Nigeria,Gumsuri,Boko Haram,14,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01705E+11,31/05/2017,Niger,Abala,Movement for Oneness and Jihad in West Africa (MUJAO),6,0,"Police,Military",Sub-Saharan Africa,Armed Assault
2.01705E+11,30/05/2017,Nigeria,Southern Ijaw district,Niger Delta extremists (suspected),0,0,Utilities,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01705E+11,30/05/2017,Nigeria,Maiduguri,Boko Haram,1,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,29/05/2017,Nigeria,Nguru Nguro,Boko Haram (suspected),5,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01705E+11,28/05/2017,Nigeria,Kaya,Boko Haram,7,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01705E+11,27/05/2017,Nigeria,Tse Igbe,Unknown,4,Unknown,Terrorists/Non-state Militia,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01705E+11,24/05/2017,Nigeria,Ewu,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01705E+11,25/05/2017,Nigeria,Igbonla,Niger Delta Forest Army (NDFA),0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01705E+11,24/05/2017,Cameroon,Gakara,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01705E+11,24/05/2017,Nigeria,Mammanti,Boko Haram,3,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,27/05/2017,Niger,Petelkoli,Unknown,3,0,"Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.01705E+11,23/05/2017,Cameroon,Doubel,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,21/05/2017,Nigeria,Umuahia,Unknown,0,1,Government (General),Sub-Saharan Africa,Assassination
2.01705E+11,21/05/2017,Nigeria,Ebute Lekki,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01705E+11,20/05/2017,Nigeria,Masinmari,Boko Haram,4,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,20/05/2017,Nigeria,Mussa,Boko Haram,1,40,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01705E+11,20/05/2017,Nigeria,Warri,Niger Delta Avengers (NDA),0,0,Utilities,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,20/05/2017,Nigeria,Dalori,Boko Haram,4,Unknown,Terrorists/Non-state Militia,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01705E+11,20/05/2017,Nigeria,Maiduguri,Boko Haram,1,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,19/05/2017,Cameroon,Mora,Unknown,3,2,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,18/05/2017,Nigeria,Afam Uku,Fulani extremists,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01705E+11,18/05/2017,Nigeria,Maiduguri,Boko Haram,3,3,"Educational Institution,Educational Institution",Sub-Saharan Africa,Bombing/Explosion
2.01705E+11,17/05/2017,Nigeria,Ererekri,Unknown,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01705E+11,17/05/2017,Nigeria,Otobie,Unknown,2,0,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Armed Assault
